normalized	canonical_entry_id	occurrence_count	sections	verification_status
compact	SYL-VOCAB-P016-R13	1	part_1_true_exam	ocr_consensus_unreviewed
companion	SYL-VOCAB-P016-R14	1	part_1_true_exam	ocr_consensus_unreviewed
company	SYL-VOCAB-P016-R15	1	part_1_true_exam	ocr_consensus_unreviewed
comparable	SYL-VOCAB-P016-R16	1	part_1_true_exam	ocr_consensus_unreviewed
comparative	SYL-VOCAB-P016-R17	1	part_1_true_exam	ocr_consensus_unreviewed
compare	SYL-VOCAB-P016-R18	1	part_1_true_exam	ocr_consensus_unreviewed
comparison	SYL-VOCAB-P016-R19	1	part_1_true_exam	ocr_consensus_unreviewed
compartment	SYL-VOCAB-P016-R20	1	part_1_true_exam	ocr_consensus_unreviewed
compass	SYL-VOCAB-P016-R21	1	part_1_true_exam	ocr_consensus_unreviewed
compassion	SYL-VOCAB-P016-R22	1	part_1_true_exam	ocr_consensus_unreviewed
compatible	SYL-VOCAB-P016-R23	1	part_1_true_exam	ocr_consensus_unreviewed
compel	SYL-VOCAB-P016-R24	1	part_1_true_exam	ocr_consensus_unreviewed
compensate	SYL-VOCAB-P016-R25	1	part_1_true_exam	ocr_consensus_unreviewed
compensation	SYL-VOCAB-P016-R26	1	part_1_true_exam	ocr_consensus_unreviewed
compete	SYL-VOCAB-P016-R27	1	part_1_true_exam	ocr_consensus_unreviewed
competent	SYL-VOCAB-P016-R28	1	part_1_true_exam	ocr_consensus_unreviewed
competition	SYL-VOCAB-P016-R29	1	part_1_true_exam	ocr_consensus_unreviewed
competitive	SYL-VOCAB-P016-R30	1	part_1_true_exam	ocr_consensus_unreviewed
compile	SYL-VOCAB-P016-R31	1	part_1_true_exam	ocr_consensus_unreviewed
complain	SYL-VOCAB-P017-L01	1	part_1_true_exam	ocr_consensus_unreviewed
complaint	SYL-VOCAB-P017-L02	1	part_1_true_exam	ocr_consensus_unreviewed
complement	SYL-VOCAB-P017-L03	1	part_1_true_exam	ocr_consensus_unreviewed
complete	SYL-VOCAB-P017-L04	1	part_1_true_exam	ocr_consensus_unreviewed
complex	SYL-VOCAB-P017-L05	1	part_1_true_exam	ocr_consensus_unreviewed
complicate	SYL-VOCAB-P017-L06	1	part_1_true_exam	ocr_consensus_unreviewed
complicated	SYL-VOCAB-P017-L07	1	part_1_true_exam	ocr_consensus_unreviewed
complication	SYL-VOCAB-P074-L17	1	part_2_zero_frequency	ocr_consensus_unreviewed
compliment	SYL-VOCAB-P017-L08	1	part_1_true_exam	ocr_consensus_unreviewed
comply	SYL-VOCAB-P017-L09	1	part_1_true_exam	ocr_consensus_unreviewed
component	SYL-VOCAB-P017-L10	1	part_1_true_exam	ocr_consensus_unreviewed
compose	SYL-VOCAB-P017-L11	1	part_1_true_exam	ocr_consensus_unreviewed
composite	SYL-VOCAB-P074-L18	1	part_2_zero_frequency	ocr_consensus_unreviewed
composition	SYL-VOCAB-P017-L12	1	part_1_true_exam	ocr_consensus_unreviewed
compound	SYL-VOCAB-P017-L13	1	part_1_true_exam	ocr_consensus_unreviewed
comprehension	SYL-VOCAB-P017-L14	1	part_1_true_exam	ocr_consensus_unreviewed
comprehensive	SYL-VOCAB-P017-L15	1	part_1_true_exam	ocr_consensus_unreviewed
compress	SYL-VOCAB-P017-L16	1	part_1_true_exam	ocr_consensus_unreviewed
comprise	SYL-VOCAB-P017-L17	1	part_1_true_exam	ocr_consensus_unreviewed
compromise	SYL-VOCAB-P017-L18	1	part_1_true_exam	ocr_consensus_unreviewed
compulsory	SYL-VOCAB-P017-L19	1	part_1_true_exam	ocr_consensus_unreviewed
compute	SYL-VOCAB-P017-L20	1	part_1_true_exam	verified_manual_visual
computer	SYL-VOCAB-P017-L21	1	part_1_true_exam	ocr_consensus_unreviewed
comrade	SYL-VOCAB-P074-L19	1	part_2_zero_frequency	ocr_consensus_unreviewed
conceal	SYL-VOCAB-P017-L22	1	part_1_true_exam	ocr_consensus_unreviewed
concede	SYL-VOCAB-P074-L20	1	part_2_zero_frequency	ocr_consensus_unreviewed
conceive	SYL-VOCAB-P017-L23	1	part_1_true_exam	ocr_consensus_unreviewed
concentrate	SYL-VOCAB-P017-L24	1	part_1_true_exam	ocr_consensus_unreviewed
concept	SYL-VOCAB-P017-L25	1	part_1_true_exam	ocr_consensus_unreviewed
conception	SYL-VOCAB-P017-L26	1	part_1_true_exam	ocr_consensus_unreviewed
concern	SYL-VOCAB-P017-L27	1	part_1_true_exam	ocr_consensus_unreviewed
concerning	SYL-VOCAB-P017-L28	1	part_1_true_exam	ocr_consensus_unreviewed
concert	SYL-VOCAB-P017-L29	1	part_1_true_exam	ocr_consensus_unreviewed
concession	SYL-VOCAB-P017-L30	1	part_1_true_exam	ocr_consensus_unreviewed
concise	SYL-VOCAB-P017-L31	1	part_1_true_exam	ocr_consensus_unreviewed
conclude	SYL-VOCAB-P017-L32	1	part_1_true_exam	ocr_consensus_unreviewed
conclusion	SYL-VOCAB-P017-R01	1	part_1_true_exam	ocr_consensus_unreviewed
concrete	SYL-VOCAB-P017-R02	1	part_1_true_exam	ocr_consensus_unreviewed
condemn	SYL-VOCAB-P017-R03	1	part_1_true_exam	ocr_consensus_unreviewed
condense	SYL-VOCAB-P017-R04	1	part_1_true_exam	ocr_consensus_unreviewed
condition	SYL-VOCAB-P017-R05	1	part_1_true_exam	ocr_consensus_unreviewed
conduct	SYL-VOCAB-P017-R06	1	part_1_true_exam	ocr_consensus_unreviewed
conductor	SYL-VOCAB-P017-R07	1	part_1_true_exam	ocr_consensus_unreviewed
confer	SYL-VOCAB-P017-R08	1	part_1_true_exam	ocr_consensus_unreviewed
conference	SYL-VOCAB-P017-R09	1	part_1_true_exam	ocr_consensus_unreviewed
confess	SYL-VOCAB-P017-R10	1	part_1_true_exam	ocr_consensus_unreviewed
confide	SYL-VOCAB-P088-R20	1	part_3_beyond_syllabus	ocr_consensus_unreviewed
confidence	SYL-VOCAB-P017-R11	1	part_1_true_exam	ocr_consensus_unreviewed
confidential	SYL-VOCAB-P074-L21	1	part_2_zero_frequency	ocr_consensus_unreviewed
confine	SYL-VOCAB-P017-R12	1	part_1_true_exam	ocr_consensus_unreviewed
confirm	SYL-VOCAB-P017-R13	1	part_1_true_exam	ocr_consensus_unreviewed
conflict	SYL-VOCAB-P017-R14	1	part_1_true_exam	ocr_consensus_unreviewed
conform	SYL-VOCAB-P017-R15	1	part_1_true_exam	ocr_consensus_unreviewed
confront	SYL-VOCAB-P017-R16	1	part_1_true_exam	ocr_consensus_unreviewed
confuse	SYL-VOCAB-P017-R17	1	part_1_true_exam	ocr_consensus_unreviewed
confusion	SYL-VOCAB-P017-R18	1	part_1_true_exam	ocr_consensus_unreviewed
congratulate	SYL-VOCAB-P074-L22	1	part_2_zero_frequency	ocr_consensus_unreviewed
congratulation	SYL-VOCAB-P074-L23	1	part_2_zero_frequency	ocr_consensus_unreviewed
congress	SYL-VOCAB-P017-R19	1	part_1_true_exam	ocr_consensus_unreviewed
conjunction	SYL-VOCAB-P017-R20	1	part_1_true_exam	ocr_consensus_unreviewed
connect	SYL-VOCAB-P017-R21	1	part_1_true_exam	ocr_consensus_unreviewed
connexion	SYL-VOCAB-P017-R22	1	part_1_true_exam	ocr_consensus_unreviewed
conquer	SYL-VOCAB-P017-R23	1	part_1_true_exam	ocr_consensus_unreviewed
conquest	SYL-VOCAB-P074-L24	1	part_2_zero_frequency	ocr_consensus_unreviewed
conscience	SYL-VOCAB-P017-R24	1	part_1_true_exam	ocr_consensus_unreviewed
conscientious	SYL-VOCAB-P074-L25	1	part_2_zero_frequency	ocr_consensus_unreviewed
conscious	SYL-VOCAB-P017-R25	1	part_1_true_exam	ocr_consensus_unreviewed
consecutive	SYL-VOCAB-P074-L26	1	part_2_zero_frequency	ocr_consensus_unreviewed
consensus	SYL-VOCAB-P017-R26	1	part_1_true_exam	ocr_consensus_unreviewed
consent	SYL-VOCAB-P017-R27	1	part_1_true_exam	ocr_consensus_unreviewed
consequence	SYL-VOCAB-P017-R28	1	part_1_true_exam	ocr_consensus_unreviewed
consequently	SYL-VOCAB-P017-R29	1	part_1_true_exam	ocr_consensus_unreviewed
conservation	SYL-VOCAB-P017-R30	1	part_1_true_exam	verified_manual_visual
conservative	SYL-VOCAB-P018-L01	1	part_1_true_exam	ocr_consensus_unreviewed
consider	SYL-VOCAB-P018-L02	1	part_1_true_exam	ocr_consensus_unreviewed
considerable	SYL-VOCAB-P018-L03	1	part_1_true_exam	ocr_consensus_unreviewed
considerate	SYL-VOCAB-P018-L04	1	part_1_true_exam	ocr_consensus_unreviewed
consideration	SYL-VOCAB-P018-L05	1	part_1_true_exam	ocr_consensus_unreviewed
consist	SYL-VOCAB-P018-L06	1	part_1_true_exam	ocr_consensus_unreviewed
consistent	SYL-VOCAB-P018-L07	1	part_1_true_exam	ocr_consensus_unreviewed
console	SYL-VOCAB-P074-L27	1	part_2_zero_frequency	ocr_consensus_unreviewed
consolidate	SYL-VOCAB-P018-L08	1	part_1_true_exam	ocr_consensus_unreviewed
conspicuous	SYL-VOCAB-P018-L09	1	part_1_true_exam	ocr_consensus_unreviewed
conspiracy	SYL-VOCAB-P018-L10	1	part_1_true_exam	ocr_consensus_unreviewed
constant	SYL-VOCAB-P018-L11	1	part_1_true_exam	ocr_consensus_unreviewed
constituent	SYL-VOCAB-P018-L12	1	part_1_true_exam	ocr_consensus_unreviewed
constitute	SYL-VOCAB-P018-L13	1	part_1_true_exam	ocr_consensus_unreviewed
constitution	SYL-VOCAB-P018-L14	1	part_1_true_exam	ocr_consensus_unreviewed
constrain	SYL-VOCAB-P018-L15	1	part_1_true_exam	ocr_consensus_unreviewed
construct	SYL-VOCAB-P018-L16	1	part_1_true_exam	ocr_consensus_unreviewed
construction	SYL-VOCAB-P018-L17	1	part_1_true_exam	ocr_consensus_unreviewed
consult	SYL-VOCAB-P018-L18	1	part_1_true_exam	ocr_consensus_unreviewed
consultant	SYL-VOCAB-P018-L19	1	part_1_true_exam	ocr_consensus_unreviewed
consume	SYL-VOCAB-P018-L20	1	part_1_true_exam	ocr_consensus_unreviewed
consumption	SYL-VOCAB-P018-L21	1	part_1_true_exam	ocr_consensus_unreviewed
contact	SYL-VOCAB-P018-L22	1	part_1_true_exam	ocr_consensus_unreviewed
contagious	SYL-VOCAB-P074-L28	1	part_2_zero_frequency	ocr_consensus_unreviewed
contain	SYL-VOCAB-P018-L23	1	part_1_true_exam	ocr_consensus_unreviewed
contaminate	SYL-VOCAB-P074-L29	1	part_2_zero_frequency	ocr_consensus_unreviewed
contemplate	SYL-VOCAB-P018-L24	1	part_1_true_exam	ocr_consensus_unreviewed
contemporary	SYL-VOCAB-P018-L25	1	part_1_true_exam	ocr_consensus_unreviewed
contempt	SYL-VOCAB-P018-L26	1	part_1_true_exam	ocr_consensus_unreviewed
contend	SYL-VOCAB-P018-L27	1	part_1_true_exam	ocr_consensus_unreviewed
content	SYL-VOCAB-P018-L28	1	part_1_true_exam	ocr_consensus_unreviewed
contest	SYL-VOCAB-P018-R01	1	part_1_true_exam	ocr_consensus_unreviewed
context	SYL-VOCAB-P018-R02	1	part_1_true_exam	ocr_consensus_unreviewed
continent	SYL-VOCAB-P018-R03	1	part_1_true_exam	ocr_consensus_unreviewed
continual	SYL-VOCAB-P018-R04	1	part_1_true_exam	ocr_consensus_unreviewed
continue	SYL-VOCAB-P018-R05	1	part_1_true_exam	ocr_consensus_unreviewed
continuous	SYL-VOCAB-P018-R06	1	part_1_true_exam	ocr_consensus_unreviewed
contract	SYL-VOCAB-P018-R07	1	part_1_true_exam	ocr_consensus_unreviewed
contradict	SYL-VOCAB-P018-R08	1	part_1_true_exam	ocr_consensus_unreviewed
contradiction	SYL-VOCAB-P018-R09	1	part_1_true_exam	ocr_consensus_unreviewed
contrary	SYL-VOCAB-P018-R10	1	part_1_true_exam	ocr_consensus_unreviewed
contrast	SYL-VOCAB-P018-R11	1	part_1_true_exam	ocr_consensus_unreviewed
contribute	SYL-VOCAB-P018-R12	1	part_1_true_exam	pending_review_only
contribution	SYL-VOCAB-P018-R13	1	part_1_true_exam	ocr_consensus_unreviewed
contrive	SYL-VOCAB-P074-L30	1	part_2_zero_frequency	ocr_consensus_unreviewed
control	SYL-VOCAB-P018-R14	1	part_1_true_exam	ocr_consensus_unreviewed
controversial	SYL-VOCAB-P018-R15	1	part_1_true_exam	ocr_consensus_unreviewed
controversy	SYL-VOCAB-P018-R16	1	part_1_true_exam	ocr_consensus_unreviewed
convenience	SYL-VOCAB-P018-R17	1	part_1_true_exam	ocr_consensus_unreviewed
convenient	SYL-VOCAB-P018-R18	1	part_1_true_exam	ocr_consensus_unreviewed
convention	SYL-VOCAB-P018-R20	1	part_1_true_exam	ocr_consensus_unreviewed
conventional	SYL-VOCAB-P018-R19	1	part_1_true_exam	ocr_consensus_unreviewed
converge	SYL-VOCAB-P074-L31	1	part_2_zero_frequency	ocr_consensus_unreviewed
conversation	SYL-VOCAB-P018-R21	1	part_1_true_exam	ocr_consensus_unreviewed
conversel y	SYL-VOCAB-P018-R22	1	part_1_true_exam	ocr_consensus_unreviewed
conversion	SYL-VOCAB-P074-L32	1	part_2_zero_frequency	ocr_consensus_unreviewed
convert	SYL-VOCAB-P018-R23	1	part_1_true_exam	pending_review_only
convey	SYL-VOCAB-P018-R24	1	part_1_true_exam	ocr_consensus_unreviewed
convict	SYL-VOCAB-P018-R25	1	part_1_true_exam	ocr_consensus_unreviewed
conviction	SYL-VOCAB-P018-R26	1	part_1_true_exam	ocr_consensus_unreviewed
convince	SYL-VOCAB-P018-R27	1	part_1_true_exam	ocr_consensus_unreviewed
cook	SYL-VOCAB-P018-R28	1	part_1_true_exam	ocr_consensus_unreviewed
cool	SYL-VOCAB-P018-R29	1	part_1_true_exam	ocr_consensus_unreviewed
cooperate	SYL-VOCAB-P019-L01	1	part_1_true_exam	ocr_consensus_unreviewed
cooperative	SYL-VOCAB-P019-L02	1	part_1_true_exam	ocr_consensus_unreviewed
coordinate	SYL-VOCAB-P019-L03	1	part_1_true_exam	ocr_consensus_unreviewed
cop	SYL-VOCAB-P019-L04	1	part_1_true_exam	ocr_consensus_unreviewed
cope	SYL-VOCAB-P019-L05	1	part_1_true_exam	ocr_consensus_unreviewed
copper	SYL-VOCAB-P074-L33	1	part_2_zero_frequency	ocr_consensus_unreviewed
copy	SYL-VOCAB-P019-L06	1	part_1_true_exam	ocr_consensus_unreviewed
copyright	SYL-VOCAB-P019-L07	1	part_1_true_exam	ocr_consensus_unreviewed
cord	SYL-VOCAB-P074-L34	1	part_2_zero_frequency	ocr_consensus_unreviewed
cordial	SYL-VOCAB-P074-L35	1	part_2_zero_frequency	ocr_consensus_unreviewed
core	SYL-VOCAB-P019-L08	1	part_1_true_exam	verified_manual_visual
corn	SYL-VOCAB-P074-L36	1	part_2_zero_frequency	ocr_consensus_unreviewed
corner	SYL-VOCAB-P019-L09	1	part_1_true_exam	ocr_consensus_unreviewed
corporation	SYL-VOCAB-P019-L10	1	part_1_true_exam	ocr_consensus_unreviewed
correct	SYL-VOCAB-P019-L11	1	part_1_true_exam	ocr_consensus_unreviewed
correlate	SYL-VOCAB-P019-L12	1	part_1_true_exam	ocr_consensus_unreviewed
correspond	SYL-VOCAB-P019-L13	1	part_1_true_exam	ocr_consensus_unreviewed
correspondence	SYL-VOCAB-P019-L14	1	part_1_true_exam	ocr_consensus_unreviewed
correspondent	SYL-VOCAB-P074-L37	1	part_2_zero_frequency	ocr_consensus_unreviewed
corresponding	SYL-VOCAB-P019-L15	1	part_1_true_exam	ocr_consensus_unreviewed
corridor	SYL-VOCAB-P019-L16	1	part_1_true_exam	ocr_consensus_unreviewed
corrode	SYL-VOCAB-P074-L38	1	part_2_zero_frequency	ocr_consensus_unreviewed
corrupt	SYL-VOCAB-P019-L17	1	part_1_true_exam	ocr_consensus_unreviewed
cortex	SYL-VOCAB-P088-R21	1	part_3_beyond_syllabus	ocr_consensus_unreviewed
cosmic	SYL-VOCAB-P019-L18	1	part_1_true_exam	ocr_consensus_unreviewed
cost	SYL-VOCAB-P019-L19	1	part_1_true_exam	ocr_consensus_unreviewed
costly	SYL-VOCAB-P019-L20	1	part_1_true_exam	ocr_consensus_unreviewed
costume	SYL-VOCAB-P019-L21	1	part_1_true_exam	ocr_consensus_unreviewed
cosy	SYL-VOCAB-P074-R01	1	part_2_zero_frequency	ocr_consensus_unreviewed
cottage	SYL-VOCAB-P019-L22	1	part_1_true_exam	ocr_consensus_unreviewed
cotton	SYL-VOCAB-P019-L23	1	part_1_true_exam	ocr_consensus_unreviewed
couch	SYL-VOCAB-P074-R02	1	part_2_zero_frequency	ocr_consensus_unreviewed
cough	SYL-VOCAB-P074-R03	1	part_2_zero_frequency	ocr_consensus_unreviewed
could	SYL-VOCAB-P019-L24	1	part_1_true_exam	ocr_consensus_unreviewed
council	SYL-VOCAB-P019-L25	1	part_1_true_exam	ocr_consensus_unreviewed
counsel	SYL-VOCAB-P019-L26	1	part_1_true_exam	ocr_consensus_unreviewed
count	SYL-VOCAB-P019-L27	1	part_1_true_exam	ocr_consensus_unreviewed
counter	SYL-VOCAB-P019-L28	1	part_1_true_exam	ocr_consensus_unreviewed
counterpart	SYL-VOCAB-P019-L29	1	part_1_true_exam	ocr_consensus_unreviewed
country	SYL-VOCAB-P019-L30	1	part_1_true_exam	ocr_consensus_unreviewed
countryside	SYL-VOCAB-P019-L31	1	part_1_true_exam	ocr_consensus_unreviewed
county	SYL-VOCAB-P074-R04	1	part_2_zero_frequency	ocr_consensus_unreviewed
couple	SYL-VOCAB-P019-L32	1	part_1_true_exam	ocr_consensus_unreviewed
coupon	SYL-VOCAB-P019-R01	1	part_1_true_exam	ocr_consensus_unreviewed
courage	SYL-VOCAB-P019-R02	1	part_1_true_exam	ocr_consensus_unreviewed
course	SYL-VOCAB-P019-R03	1	part_1_true_exam	ocr_consensus_unreviewed
court	SYL-VOCAB-P019-R04	1	part_1_true_exam	ocr_consensus_unreviewed
courtesy	SYL-VOCAB-P019-R05	1	part_1_true_exam	ocr_consensus_unreviewed
courtyard	SYL-VOCAB-P074-R05	1	part_2_zero_frequency	ocr_consensus_unreviewed
cousin	SYL-VOCAB-P019-R06	1	part_1_true_exam	ocr_consensus_unreviewed
cover	SYL-VOCAB-P019-R07	1	part_1_true_exam	ocr_consensus_unreviewed
cow	SYL-VOCAB-P074-R06	1	part_2_zero_frequency	ocr_consensus_unreviewed
coward	SYL-VOCAB-P074-R07	1	part_2_zero_frequency	ocr_consensus_unreviewed
crab	SYL-VOCAB-P019-R08	1	part_1_true_exam	ocr_consensus_unreviewed
crack	SYL-VOCAB-P019-R09	1	part_1_true_exam	ocr_consensus_unreviewed
cradle	SYL-VOCAB-P074-R08	1	part_2_zero_frequency	verified_manual_visual
craft	SYL-VOCAB-P019-R10	1	part_1_true_exam	ocr_consensus_unreviewed
crane	SYL-VOCAB-P074-R09	1	part_2_zero_frequency	ocr_consensus_unreviewed
crash	SYL-VOCAB-P019-R11	1	part_1_true_exam	ocr_consensus_unreviewed
crawl	SYL-VOCAB-P019-R12	1	part_1_true_exam	ocr_consensus_unreviewed
crazy	SYL-VOCAB-P074-R10	1	part_2_zero_frequency	ocr_consensus_unreviewed
cream	SYL-VOCAB-P074-R11	1	part_2_zero_frequency	ocr_consensus_unreviewed
create	SYL-VOCAB-P019-R13	1	part_1_true_exam	ocr_consensus_unreviewed
creative	SYL-VOCAB-P019-R14	1	part_1_true_exam	ocr_consensus_unreviewed
creature	SYL-VOCAB-P019-R15	1	part_1_true_exam	ocr_consensus_unreviewed
credentials	SYL-VOCAB-P074-R12	1	part_2_zero_frequency	ocr_consensus_unreviewed
credit	SYL-VOCAB-P019-R16	1	part_1_true_exam	ocr_consensus_unreviewed
creep	SYL-VOCAB-P074-R13	1	part_2_zero_frequency	ocr_consensus_unreviewed
crew	SYL-VOCAB-P019-R17	1	part_1_true_exam	ocr_consensus_unreviewed
cricket	SYL-VOCAB-P019-R18	1	part_1_true_exam	ocr_consensus_unreviewed
crime	SYL-VOCAB-P019-R19	1	part_1_true_exam	ocr_consensus_unreviewed
criminal	SYL-VOCAB-P019-R20	1	part_1_true_exam	ocr_consensus_unreviewed
cripple	SYL-VOCAB-P019-R21	1	part_1_true_exam	ocr_consensus_unreviewed
crisis	SYL-VOCAB-P019-R22	1	part_1_true_exam	ocr_consensus_unreviewed
crisp	SYL-VOCAB-P019-R23	1	part_1_true_exam	ocr_consensus_unreviewed
criterion	SYL-VOCAB-P019-R24	1	part_1_true_exam	ocr_consensus_unreviewed
critic	SYL-VOCAB-P019-R25	1	part_1_true_exam	ocr_consensus_unreviewed
critical	SYL-VOCAB-P019-R26	1	part_1_true_exam	verified_manual_visual
criticism	SYL-VOCAB-P019-R27	1	part_1_true_exam	ocr_consensus_unreviewed
criticize	SYL-VOCAB-P020-L01	1	part_1_true_exam	verified_manual_visual
crop	SYL-VOCAB-P020-L02	1	part_1_true_exam	ocr_consensus_unreviewed
cross	SYL-VOCAB-P020-L03	1	part_1_true_exam	verified_manual_visual
crow	SYL-VOCAB-P074-R14	1	part_2_zero_frequency	ocr_consensus_unreviewed
crowd	SYL-VOCAB-P020-L04	1	part_1_true_exam	ocr_consensus_unreviewed
crown	SYL-VOCAB-P020-L05	1	part_1_true_exam	ocr_consensus_unreviewed
crucial	SYL-VOCAB-P020-L06	1	part_1_true_exam	verified_manual_visual
crude	SYL-VOCAB-P020-L07	1	part_1_true_exam	ocr_consensus_unreviewed
cruel	SYL-VOCAB-P020-L08	1	part_1_true_exam	ocr_consensus_unreviewed
cruise	SYL-VOCAB-P074-R15	1	part_2_zero_frequency	ocr_consensus_unreviewed
crush	SYL-VOCAB-P020-L09	1	part_1_true_exam	ocr_consensus_unreviewed
crust	SYL-VOCAB-P020-L10	1	part_1_true_exam	ocr_consensus_unreviewed
cry	SYL-VOCAB-P020-L11	1	part_1_true_exam	verified_manual_visual
crystal	SYL-VOCAB-P074-R16	1	part_2_zero_frequency	ocr_consensus_unreviewed
cube	SYL-VOCAB-P074-R17	1	part_2_zero_frequency	ocr_consensus_unreviewed
cucumber	SYL-VOCAB-P020-L12	1	part_1_true_exam	verified_manual_visual
cue	SYL-VOCAB-P020-L15	1	part_1_true_exam	ocr_consensus_unreviewed
culinary	SYL-VOCAB-P088-R22	1	part_3_beyond_syllabus	ocr_consensus_unreviewed
culprit	SYL-VOCAB-P074-R18	1	part_2_zero_frequency	ocr_consensus_unreviewed
cult	SYL-VOCAB-P088-R23	1	part_3_beyond_syllabus	ocr_consensus_unreviewed
cultivate	SYL-VOCAB-P020-L13	1	part_1_true_exam	verified_manual_visual
culture	SYL-VOCAB-P020-L14	1	part_1_true_exam	verified_manual_visual
cunning	SYL-VOCAB-P020-L16	1	part_1_true_exam	ocr_consensus_unreviewed
cup	SYL-VOCAB-P020-L17	1	part_1_true_exam	ocr_consensus_unreviewed
cupboard	SYL-VOCAB-P074-R19	1	part_2_zero_frequency	ocr_consensus_unreviewed
curb	SYL-VOCAB-P020-L18	1	part_1_true_exam	ocr_consensus_unreviewed
cure	SYL-VOCAB-P020-L19	1	part_1_true_exam	ocr_consensus_unreviewed
curiosity	SYL-VOCAB-P020-L20	1	part_1_true_exam	ocr_consensus_unreviewed
curious	SYL-VOCAB-P020-L21	1	part_1_true_exam	ocr_consensus_unreviewed
curl	SYL-VOCAB-P074-R20	1	part_2_zero_frequency	ocr_consensus_unreviewed
currency	SYL-VOCAB-P074-R21	1	part_2_zero_frequency	ocr_consensus_unreviewed
current	SYL-VOCAB-P020-L22	1	part_1_true_exam	verified_manual_visual
curriculum	SYL-VOCAB-P020-L23	1	part_1_true_exam	ocr_consensus_unreviewed
curse	SYL-VOCAB-P020-L24	1	part_1_true_exam	ocr_consensus_unreviewed
cursory	SYL-VOCAB-P088-R24	1	part_3_beyond_syllabus	ocr_consensus_unreviewed
curtain	SYL-VOCAB-P074-R22	1	part_2_zero_frequency	ocr_consensus_unreviewed
curve	SYL-VOCAB-P020-L25	1	part_1_true_exam	ocr_consensus_unreviewed
cushion	SYL-VOCAB-P074-R23	1	part_2_zero_frequency	ocr_consensus_unreviewed
custom	SYL-VOCAB-P020-L26	1	part_1_true_exam	ocr_consensus_unreviewed
customary	SYL-VOCAB-P020-L27	1	part_1_true_exam	ocr_consensus_unreviewed
customer	SYL-VOCAB-P020-L28	1	part_1_true_exam	ocr_consensus_unreviewed
cut	SYL-VOCAB-P020-L29	1	part_1_true_exam	ocr_consensus_unreviewed
cyberspace	SYL-VOCAB-P020-L30	1	part_1_true_exam	ocr_consensus_unreviewed
cycle	SYL-VOCAB-P020-L31	1	part_1_true_exam	ocr_consensus_unreviewed
cylinder	SYL-VOCAB-P074-R24	1	part_2_zero_frequency	ocr_consensus_unreviewed
cynic	SYL-VOCAB-P088-R25	1	part_3_beyond_syllabus	verified_manual_visual
daffodil	SYL-VOCAB-P088-R26	1	part_3_beyond_syllabus	pending_review_only
daily	SYL-VOCAB-P020-R01	1	part_1_true_exam	verified_manual_visual
dairy	SYL-VOCAB-P074-R25	1	part_2_zero_frequency	ocr_consensus_unreviewed
dam	SYL-VOCAB-P020-R02	1	part_1_true_exam	ocr_consensus_unreviewed
damage	SYL-VOCAB-P020-R03	1	part_1_true_exam	ocr_consensus_unreviewed
damn	SYL-VOCAB-P020-R04	1	part_1_true_exam	ocr_consensus_unreviewed
damp	SYL-VOCAB-P020-R05	1	part_1_true_exam	ocr_consensus_unreviewed
dance	SYL-VOCAB-P020-R06	1	part_1_true_exam	ocr_consensus_unreviewed
danger	SYL-VOCAB-P020-R07	1	part_1_true_exam	ocr_consensus_unreviewed
dangerous	SYL-VOCAB-P020-R08	1	part_1_true_exam	verified_manual_visual
dare	SYL-VOCAB-P020-R09	1	part_1_true_exam	ocr_consensus_unreviewed
dark	SYL-VOCAB-P020-R10	1	part_1_true_exam	ocr_consensus_unreviewed
darling	SYL-VOCAB-P074-R26	1	part_2_zero_frequency	ocr_consensus_unreviewed
dash	SYL-VOCAB-P020-R11	1	part_1_true_exam	ocr_consensus_unreviewed
data	SYL-VOCAB-P020-R12	1	part_1_true_exam	ocr_consensus_unreviewed
database	SYL-VOCAB-P020-R13	1	part_1_true_exam	ocr_consensus_unreviewed
date	SYL-VOCAB-P020-R14	1	part_1_true_exam	ocr_consensus_unreviewed
daughter	SYL-VOCAB-P020-R15	1	part_1_true_exam	ocr_consensus_unreviewed
daunt	SYL-VOCAB-P074-R27	1	part_2_zero_frequency	ocr_consensus_unreviewed
dawn	SYL-VOCAB-P020-R16	1	part_1_true_exam	ocr_consensus_unreviewed
day	SYL-VOCAB-P020-R17	1	part_1_true_exam	ocr_consensus_unreviewed
daylight	SYL-VOCAB-P074-R28	1	part_2_zero_frequency	ocr_consensus_unreviewed
daytime	SYL-VOCAB-P020-R18	1	part_1_true_exam	ocr_consensus_unreviewed
dazzle	SYL-VOCAB-P020-R19	1	part_1_true_exam	ocr_consensus_unreviewed
dead	SYL-VOCAB-P020-R20	1	part_1_true_exam	ocr_consensus_unreviewed
deadline	SYL-VOCAB-P020-R21	1	part_1_true_exam	ocr_consensus_unreviewed
deadly	SYL-VOCAB-P020-R22	1	part_1_true_exam	ocr_consensus_unreviewed
deaf	SYL-VOCAB-P074-R29	1	part_2_zero_frequency	ocr_consensus_unreviewed
deal	SYL-VOCAB-P020-R23	1	part_1_true_exam	ocr_consensus_unreviewed
dealer	SYL-VOCAB-P020-R24	1	part_1_true_exam	ocr_consensus_unreviewed
dean	SYL-VOCAB-P020-R25	1	part_1_true_exam	ocr_consensus_unreviewed
dear	SYL-VOCAB-P074-R30	1	part_2_zero_frequency	ocr_consensus_unreviewed
